pitcher,pitcher_name,year,pitch_hand,n_pitches,team_id,ball_angle,relative_release_ball_x,release_ball_z,relative_shoulder_x,shoulder_z,role,games_started,games_relieved,total_pitches,total_pa,k_percent,bb_percent,whiff_percent,barrel_percent,hard_hit_percent,xwoba
570632,"Ureña, José",2022,R,1622,115,35,-2.1021361836553925,5.837166695321528,-0.1334580702396415,4.474624675089183,Starter,17,4,1622,433,14.318706697459586,9.930715935334874,19.393139841688654,6.769230769230769,38.46153846153847,0.34037489534883725
543243,"Gray, Sonny",2022,R,1798,142,47,-1.143205288779544,5.467186859551861,0.2413745741455649,3.984018011347524,Starter,24,0,1872,489,23.92638036809816,7.361963190184049,21.894218942189422,5.47112462006079,39.81762917933131,0.29788924435318276
521230,"Hendriks, Liam",2022,R,948,145,46,-1.5942487815534387,5.901812519050445,-0.1432659188685062,4.389376049117382,Reliever,0,58,948,235,36.17021276595745,6.382978723404255,41.333333333333336,9.090909090909092,39.39393939393939,0.25231260262008737
593423,"Montas, Frankie",2022,R,2339,147,46,-1.4842597355677156,6.054780920183113,0.1220592672188779,4.395827160699873,Starter,27,0,2327,608,23.190789473684212,6.578947368421052,27.554438860971526,7.951807228915662,34.21686746987952,0.3104181237458194
676879,"Ashby, Aaron",2022,L,1876,158,46,1.2272594954394374,6.311502602790468,-0.4136605338946978,4.584174807019152,Starter,19,8,1878,475,26.526315789473685,9.894736842105264,29.397590361445786,6.756756756756757,34.12162162162162,0.30048879744136464
669456,"Bieber, Shane",2022,R,3074,114,41,-1.4613695575322911,5.579803099728761,0.1074088688465269,4.212896838500583,Starter,31,0,2875,793,24.84237074401009,4.539722572509458,29.72027972027972,7.207207207207207,43.06306306306306,0.29157459974587036
605200,"Davies, Zach",2022,R,2289,109,37,-1.8424348192308675,5.613314247222442,-0.1961391286233705,4.35635378423819,Starter,27,0,2292,574,17.59581881533101,9.059233449477352,21.406411582213032,7.971014492753622,34.54106280193236,0.328931417989418
622608,"Senzatela, Antonio",2022,R,1521,115,45,-1.747893555406843,6.11462467879213,-0.1359435932594304,4.480019725623798,Starter,19,0,1521,414,13.043478260869565,5.555555555555555,16.182572614107883,4.504504504504505,41.74174174174174,0.35024322906403943
656657,"Logue, Zach",2022,L,1022,133,22,2.2949511131442164,5.156652540776302,0.2759170857882381,4.354014685039646,Starter,10,4,1022,257,16.342412451361866,7.782101167315175,21.544715447154474,12.435233160621761,42.487046632124354,0.3694090431372549
666129,"Garrett, Braxton",2022,L,1421,146,39,1.6772308306175088,6.04496593450131,-0.0227300875836227,4.652517975152447,Starter,17,0,1436,372,23.9247311827957,6.182795698924731,26.62807525325615,7.228915662650602,38.55421686746988,0.31178173513513513
615698,"Quantrill, Cal",2022,R,3070,114,45,-1.5358140936019495,6.399184992845598,0.1342058300672948,4.729543966712548,Starter,32,0,2920,771,16.601815823605705,6.09597924773022,18.508092892329344,7.521367521367521,35.72649572649573,0.3205427234600262
669203,"Burnes, Corbin",2022,R,3260,158,41,-1.6180359194222182,5.967157599029926,0.0321347182671172,4.519782615973885,Starter,33,0,3274,800,30.375000000000004,6.375,35.16192994051553,5.714285714285714,34.08163265306122,0.2733405194968554
677651,"Garcia, Luis",2022,R,2537,117,45,-1.5156620071194893,6.293153523535673,-0.0861938229005725,4.8427981217025495,Starter,28,0,2468,643,24.416796267496114,7.309486780715396,29.13907284768212,7.76255707762557,36.3013698630137,0.29431327230046955
621076,"Kaprielian, James",2022,R,2229,133,37,-1.8492167429902693,6.071972641245832,-0.1629274271493334,4.785491585757026,Starter,26,0,2230,579,16.92573402417962,10.189982728842832,21.200750469043154,7.951807228915662,36.385542168674704,0.3313338452173913
573204,"Thielbar, Caleb",2022,L,987,142,52,0.9460509932934256,6.036851579447834,-0.4297499301074394,4.269840618142811,Reliever,0,67,996,245,32.6530612244898,6.938775510204081,30.018416206261513,6.802721088435375,25.850340136054424,0.248642
592662,"Ray, Robbie",2022,L,3002,136,44,1.672643524937888,6.095732350273692,0.0670796301277461,4.519097866217528,Starter,32,0,3047,780,27.17948717948718,7.948717948717948,29.95538559592097,7.894736842105263,39.068825910931174,0.294991745148771
664854,"Helsley, Ryan",2022,R,994,138,53,-1.2108883548959846,6.02951734873516,0.1516611664640247,4.230622284329867,Reliever,0,54,962,238,39.49579831932773,7.9831932773109235,37.84313725490196,8.799999999999999,39.2,0.22242073949579835
543766,"Shaw, Bryan",2022,R,969,114,45,-1.7482313506545366,6.1029056668352,-0.19532040887844,4.539665636146569,Reliever,2,58,969,260,20.0,9.615384615384617,21.73913043478261,6.70391061452514,44.134078212290504,0.33458861776061777
